nombre_audio,cluster
DUB LORO_08.R.aif,40
DUB LORO_273.R.aif,40
16FEB_ACTO5.100.omf,1
16FEB_ACTO5.100.omf,1
16FEB_ACTO5.100.omf,1
16FEB_ACTO5.100.omf,1
16FEB_ACTO5.100.omf,1
16FEB_ACTO5.100.omf,1
Bars and Tone (PAL).3.aif,133
DUB LORO_191.L.aif,40
16FEB_ACTO5.102.omf,1
DUB LORO_15.L.aif,40
DUB LORO_241.R.aif,40
teatro_6_006.wav.10.aif,1
BIBLIO GONG-waAS_01.L.aif,79
DUB LORO_49.L.aif,40
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.104.omf,1
16FEB_ACTO5.135.omf,1
DUB LORO_286.R.aif,40
16FEB_ACTO5.115.omf,1
16FEB_ACTO5.115.omf,1
DUB LORO_279.R.aif,40
16FEB_ACTO5.115.omf,1
DUB LORO_06.L.aif,40
DUB LORO_42.L.aif,40
16FEB_ACTO5.115.omf,1
16FEB_ACTO5.115.omf,1
DUB LORO_143.L.aif,40
DUB LORO_235.L.aif,40
16FEB_ACTO5.115.omf,1
DUB LORO_154.L.aif,40
16FEB_ACTO5.115.omf,1
16FEB_ACTO5.115.omf,1
DUB LORO_154.R.aif,40
16FEB_ACTO5.115.omf,1
16FEB_ACTO5.115.omf,1
Bars and Tone (PAL).2.aif,133
16FEB_ACTO5.5.omf,1
DUB LORO_154.L.aif,40
16FEB_ACTO5.5.omf,1
16FEB_ACTO5.5.omf,1
16FEB_ACTO5.143.omf,1
S-S VAPOR CAFETERA 03.R.aif,-1
DUB LORO_02.L.aif,40
DUB LORO_106.L.aif,40
DUB LORO_165.L.aif,40
DUB LORO_118.L.aif,40
BIBLIO GONG.R.aif,192
DUB LORO_02.R.aif,40
DUB LORO_106.R.aif,40
DUB LORO_165.R.aif,40
DUB LORO_118.R.aif,40
BIBLIO GONG.L.aif,192
DUB LORO_02.L.aif,40
DUB LORO_108.L.aif,40
DUB LORO_02.R.aif,40
DUB LORO_108.R.aif,40
DUB LORO_04.L.aif,40
DUB LORO_116.L.aif,40
DUB LORO_04.R.aif,40
DUB LORO_116.R.aif,40
DUB LORO_06.L.aif,40
DUB LORO_06.R.aif,40
DUB LORO_08.L.aif,40
DUB LORO_08.R.aif,40
DUB LORO_11.L.aif,40
DUB LORO_11.R.aif,40
DUB LORO_11.L.aif,40
DUB LORO_11.R.aif,40
DUB LORO_13.L.aif,40
DUB LORO_13.R.aif,40
DUB LORO_15.L.aif,40
DUB LORO_15.R.aif,40
DUB LORO_15.L.aif,40
DUB LORO_15.R.aif,40
DUB LORO_15.L.aif,40
DUB LORO_15.R.aif,40
DUB LORO_17.L.aif,40
DUB LORO_17.R.aif,40
DUB LORO_19.L.aif,40
DUB LORO_19.R.aif,40
DUB LORO_21.L.aif,40
DUB LORO_21.R.aif,40
DUB LORO_22.L.aif,40
DUB LORO_22.R.aif,40
DUB LORO_24.L.aif,40
DUB LORO_24.R.aif,40
DUB LORO_26.L.aif,40
DUB LORO_26.R.aif,40
DUB LORO_35.L.aif,40
DUB LORO_35.R.aif,40
DUB LORO_42.L.aif,40
DUB LORO_42.R.aif,40
DUB LORO_44.L.aif,40
DUB LORO_44.R.aif,40
DUB LORO_44.L.aif,40
DUB LORO_44.R.aif,40
DUB LORO_44.L.aif,40
DUB LORO_44.R.aif,40
DUB LORO_47.L.aif,40
DUB LORO_47.R.aif,40
DUB LORO_51.L.aif,40
DUB LORO_51.R.aif,40
DUB LORO_51.L.aif,40
DUB LORO_51.R.aif,40
DUB LORO_52.L.aif,40
DUB LORO_52.R.aif,40
DUB LORO_54.L.aif,40
DUB LORO_54.R.aif,40
DUB LORO_56.L.aif,40
DUB LORO_56.R.aif,40
DUB LORO_58.L.aif,40
DUB LORO_58.R.aif,40
DUB LORO_63.L.aif,40
DUB LORO_63.R.aif,40
DUB LORO_63.L.aif,40
DUB LORO_63.R.aif,40
DUB LORO_67.L.aif,40
DUB LORO_67.R.aif,40
DUB LORO_71.L.aif,40
DUB LORO_71.R.aif,40
DUB LORO_73.L.aif,40
DUB LORO_73.R.aif,40
DUB LORO_74.L.aif,40
DUB LORO_74.R.aif,40
DUB LORO_74.L.aif,40
DUB LORO_74.R.aif,40
DUB LORO_75.L.aif,40
DUB LORO_75.R.aif,40
DUB LORO_75.L.aif,40
DUB LORO_75.R.aif,40
DUB LORO_75.L.aif,40
DUB LORO_75.R.aif,40
DUB LORO_76.L.aif,40
DUB LORO_76.R.aif,40
DUB LORO_76.L.aif,40
DUB LORO_76.R.aif,40
DUB LORO_76.L.aif,40
DUB LORO_76.R.aif,40
DUB LORO_78.L.aif,40
DUB LORO_78.R.aif,40
DUB LORO_78.L.aif,40
DUB LORO_78.R.aif,40
DUB LORO_81.L.aif,40
DUB LORO_81.R.aif,40
DUB LORO_84.L.aif,40
DUB LORO_84.R.aif,40
DUB LORO_85.L.aif,40
DUB LORO_85.R.aif,40
DUB LORO_86.L.aif,40
DUB LORO_86.R.aif,40
DUB LORO_89.L.aif,40
DUB LORO_89.R.aif,40
DUB LORO_89.L.aif,40
DUB LORO_89.R.aif,40
DUB LORO_94.L.aif,40
DUB LORO_94.R.aif,40
DUB LORO_106.L.aif,40
DUB LORO_106.R.aif,40
DUB LORO_111.L.aif,40
DUB LORO_111.R.aif,40
DUB LORO_111.L.aif,40
DUB LORO_111.R.aif,40
DUB LORO_114.L.aif,40
DUB LORO_114.R.aif,40
DUB LORO_114.L.aif,40
DUB LORO_114.R.aif,40
DUB LORO_116.L.aif,40
DUB LORO_116.R.aif,40
DUB LORO_118.L.aif,40
DUB LORO_118.R.aif,40
DUB LORO_119.L.aif,40
DUB LORO_127.L.aif,40
DUB LORO_119.R.aif,40
DUB LORO_127.R.aif,40
DUB LORO_122.L.aif,40
DUB LORO_122.R.aif,40
DUB LORO_123.L.aif,40
DUB LORO_130.L.aif,40
DUB LORO_123.R.aif,40
DUB LORO_130.R.aif,40
DUB LORO_126.L.aif,40
DUB LORO_126.R.aif,40
DUB LORO_126.L.aif,40
DUB LORO_126.R.aif,40
DUB LORO_127.L.aif,40
DUB LORO_127.R.aif,40
DUB LORO_129.L.aif,40
DUB LORO_129.R.aif,40
DUB LORO_129.L.aif,40
DUB LORO_129.R.aif,40
DUB LORO_130.L.aif,40
DUB LORO_130.R.aif,40
DUB LORO_130.L.aif,40
DUB LORO_130.R.aif,40
DUB LORO_130.L.aif,40
DUB LORO_130.R.aif,40
DUB LORO_132.L.aif,40
DUB LORO_132.R.aif,40
DUB LORO_134.L.aif,40
DUB LORO_139.L.aif,40
DUB LORO_141.L.aif,40
DUB LORO_142.L.aif,40
DUB LORO_154.L.aif,40
DUB LORO_134.R.aif,40
DUB LORO_139.R.aif,40
DUB LORO_141.R.aif,40
DUB LORO_142.R.aif,40
DUB LORO_154.R.aif,40
DUB LORO_134.L.aif,40
DUB LORO_183.R.aif,40
DUB LORO_146.L.aif,40
DUB LORO_164.R.aif,40
DUB LORO_149.L.aif,40
DUB LORO-TiSh_19.R.aif,40
DUB LORO_134.R.aif,40
DUB LORO_183.L.aif,40
DUB LORO_146.R.aif,40
DUB LORO_164.L.aif,40
DUB LORO_149.R.aif,40
DUB LORO-TiSh_19.L.aif,40
DUB LORO_134.L.aif,40
DUB LORO_147.L.aif,40
DUB LORO_150.L.aif,40
DUB LORO_152.L.aif,40
DUB LORO_134.R.aif,40
DUB LORO_147.R.aif,40
DUB LORO_150.R.aif,40
DUB LORO_152.R.aif,40
DUB LORO_138.L.aif,40
DUB LORO_132.L.aif,40
DUB LORO_138.R.aif,40
DUB LORO_132.R.aif,40
DUB LORO_141.L.aif,40
DUB LORO_141.R.aif,40
DUB LORO_143.L.aif,40
DUB LORO_143.R.aif,40
DUB LORO_143.L.aif,40
DUB LORO_143.R.aif,40
DUB LORO_144.L.aif,40
DUB LORO_144.R.aif,40
DUB LORO_144.L.aif,40
DUB LORO_144.R.aif,40
DUB LORO_144.L.aif,40
DUB LORO_144.R.aif,40
DUB LORO_145.L.aif,40
DUB LORO_145.R.aif,40
DUB LORO_147.L.aif,40
DUB LORO_147.R.aif,40
DUB LORO_147.L.aif,40
DUB LORO_156.L.aif,40
DUB LORO_147.R.aif,40
DUB LORO_156.R.aif,40
DUB LORO_147.L.aif,40
DUB LORO_147.R.aif,40
DUB LORO_147.L.aif,40
DUB LORO_147.R.aif,40
DUB LORO_150.L.aif,40
DUB LORO_161.L.aif,40
DUB LORO_164.L.aif,40
DUB LORO_150.R.aif,40
DUB LORO_161.R.aif,40
DUB LORO_164.R.aif,40
DUB LORO_154.L.aif,40
DUB LORO_165.L.aif,40
DUB LORO_165.L.aif,40
DUB LORO_154.R.aif,40
DUB LORO_165.R.aif,40
DUB LORO_165.R.aif,40
DUB LORO_154.L.aif,40
DUB LORO_166.L.aif,40
DUB LORO_154.R.aif,40
DUB LORO_166.R.aif,40
DUB LORO_154.L.aif,40
DUB LORO_154.R.aif,40
DUB LORO_159.L.aif,40
DUB LORO_159.R.aif,40
DUB LORO_160.L.aif,40
DUB LORO_160.R.aif,40
DUB LORO_169.L.aif,40
DUB LORO_169.R.aif,40
DUB LORO_170.L.aif,40
DUB LORO_178.L.aif,40
DUB LORO_185.L.aif,40
DUB LORO_170.R.aif,40
DUB LORO_178.R.aif,40
DUB LORO_185.R.aif,40
DUB LORO_170.L.aif,40
DUB LORO_170.R.aif,40
DUB LORO_172.L.aif,40
DUB LORO_177.L.aif,40
DUB LORO_08.R.aif,40
DUB LORO_183.L.aif,40
DUB LORO_172.R.aif,40
DUB LORO_177.R.aif,40
DUB LORO_08.R.aif,40
DUB LORO_183.R.aif,40
DUB LORO_178.L.aif,40
DUB LORO_181.L.aif,40
DUB LORO_192.L.aif,40
DUB LORO_207.L.aif,40
DUB LORO_208.L.aif,40
DUB LORO_214.L.aif,40
DUB LORO_178.R.aif,40
DUB LORO_181.R.aif,40
DUB LORO_192.R.aif,40
DUB LORO_207.R.aif,40
DUB LORO_208.R.aif,40
DUB LORO_214.R.aif,40
DUB LORO_180.L.aif,40
DUB LORO_214.R.aif,40
DUB LORO_182.L.aif,40
DUB LORO_205.L.aif,40
DUB LORO_180.R.aif,40
DUB LORO_216.L.aif,40
DUB LORO_182.R.aif,40
DUB LORO_205.R.aif,40
DUB LORO_182.L.aif,40
DUB LORO_190.L.aif,40
DUB LORO_156.L.aif,40
DUB LORO_204.L.aif,40
BIBLIO GONG.L.aif,192
DUB LORO_182.R.aif,40
DUB LORO_190.R.aif,40
DUB LORO_156.R.aif,40
DUB LORO_204.R.aif,40
BIBLIO GONG.R.aif,192
DUB LORO_183.L.aif,40
DUB LORO_196.L.aif,40
DUB LORO_183.R.aif,40
DUB LORO_196.R.aif,40
DUB LORO_183.L.aif,40
DUB LORO_189.L.aif,40
DUB LORO_189.L.aif,40
DUB LORO_191.L.aif,40
DUB LORO_201.L.aif,40
DUB LORO_183.R.aif,40
DUB LORO_189.R.aif,40
DUB LORO_189.R.aif,40
DUB LORO_191.R.aif,40
DUB LORO_201.R.aif,40
DUB LORO_183.L.aif,40
DUB LORO_186.L.aif,40
DUB LORO_202.L.aif,40
DUB LORO_183.R.aif,40
DUB LORO_186.R.aif,40
DUB LORO_202.R.aif,40
DUB LORO_195.L.aif,40
DUB LORO_195.R.aif,40
DUB LORO_196.L.aif,40
DUB LORO_196.R.aif,40
DUB LORO_200.L.aif,40
DUB LORO_200.R.aif,40
DUB LORO_201.L.aif,40
DUB LORO_201.R.aif,40
DUB LORO_201.L.aif,40
DUB LORO_224.L.aif,40
DUB LORO_201.R.aif,40
DUB LORO_224.R.aif,40
DUB LORO_205.L.aif,40
DUB LORO_210.L.aif,40
DUB LORO_210.R.aif,40
DUB LORO_218.L.aif,40
Audio 7_01.aif,34
DUB LORO_214.L.aif,40
DUB LORO_221.L.aif,40
Audio 7_01.aif,34
DUB LORO_205.R.aif,40
DUB LORO_210.R.aif,40
DUB LORO_213.L.aif,40
DUB LORO_218.R.aif,40
Audio 7_01.aif,34
DUB LORO_213.R.aif,40
DUB LORO_221.R.aif,40
Audio 7_01.aif,34
DUB LORO_207.L.aif,40
DUB LORO_217.L.aif,40
DUB LORO_207.R.aif,40
DUB LORO_217.R.aif,40
DUB LORO_214.L.aif,40
DUB LORO_231.L.aif,40
DUB LORO_214.R.aif,40
DUB LORO_231.R.aif,40
DUB LORO_214.L.aif,40
DUB LORO_214.R.aif,40
DUB LORO_216.L.aif,40
DUB LORO_226.L.aif,40
DUB LORO_216.R.aif,40
DUB LORO_226.R.aif,40
DUB LORO_217.L.aif,40
DUB LORO_217.R.aif,40
DUB LORO_223.L.aif,40
DUB LORO_223.R.aif,40
DUB LORO_224.L.aif,40
DUB LORO_217.R.aif,40
DUB LORO_234.L.aif,40
DUB LORO_234.L.aif,40
Audio 7_02.aif,34
DUB LORO_224.R.aif,40
DUB LORO_217.L.aif,40
DUB LORO_234.R.aif,40
DUB LORO_234.R.aif,40
Audio 7_02.aif,34
DUB LORO_226.L.aif,40
DUB LORO_235.L.aif,40
DUB LORO_226.R.aif,40
DUB LORO_235.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_229.L.aif,40
DUB LORO_229.R.aif,40
DUB LORO_230.L.aif,40
DUB LORO_245.L.aif,40
DUB LORO_230.R.aif,40
DUB LORO_245.R.aif,40
DUB LORO_230.L.aif,40
DUB LORO_230.R.aif,40
DUB LORO_231.L.aif,40
DUB LORO_237.L.aif,40
DUB LORO_231.R.aif,40
DUB LORO_237.R.aif,40
DUB LORO_233.L.aif,40
DUB LORO_243.L.aif,40
DUB LORO_233.R.aif,40
DUB LORO_243.R.aif,40
DUB LORO_234.L.aif,40
DUB LORO_238.L.aif,40
DUB LORO_234.R.aif,40
DUB LORO_238.R.aif,40
DUB LORO_235.L.aif,40
DUB LORO_241.L.aif,40
DUB LORO_235.R.aif,40
DUB LORO_241.R.aif,40
DUB LORO_240.L.aif,40
DUB LORO_240.R.aif,40
DUB LORO_240.L.aif,40
DUB LORO_240.R.aif,40
DUB LORO_240.L.aif,40
DUB LORO_240.R.aif,40
DUB LORO_240.L.aif,40
DUB LORO_240.R.aif,40
DUB LORO_240.L.aif,40
DUB LORO_240.R.aif,40
DUB LORO_241.L.aif,40
DUB LORO_241.R.aif,40
DUB LORO_243.L.aif,40
DUB LORO_264.L.aif,40
DUB LORO_246.L.aif,40
DUB LORO_02.L.aif,40
DUB LORO_251.L.aif,40
DUB LORO_243.R.aif,40
DUB LORO_264.R.aif,40
DUB LORO_246.R.aif,40
DUB LORO_02.R.aif,40
DUB LORO_251.R.aif,40
DUB LORO_243.L.aif,40
DUB LORO_247.L.aif,40
DUB LORO_243.R.aif,40
DUB LORO_247.R.aif,40
DUB LORO_245.L.aif,40
DUB LORO_248.L.aif,40
DUB LORO_254.L.aif,40
DUB LORO_262.L.aif,40
DUB LORO_245.R.aif,40
DUB LORO_248.R.aif,40
DUB LORO_254.R.aif,40
DUB LORO_262.R.aif,40
DUB LORO_245.L.aif,40
DUB LORO_250.L.aif,40
DUB LORO_245.R.aif,40
DUB LORO_250.R.aif,40
DUB LORO_247.L.aif,40
DUB LORO_253.L.aif,40
DUB LORO_257.L.aif,40
DUB LORO_259.L.aif,40
DUB LORO_268.L.aif,40
DUB LORO_247.R.aif,40
DUB LORO_253.R.aif,40
DUB LORO_257.R.aif,40
DUB LORO_259.R.aif,40
DUB LORO_268.R.aif,40
DUB LORO_252.L.aif,40
DUB LORO_255.L.aif,40
DUB LORO_258.L.aif,40
DUB LORO_265.L.aif,40
DUB LORO_252.R.aif,40
DUB LORO_255.R.aif,40
DUB LORO_258.R.aif,40
DUB LORO_265.R.aif,40
DUB LORO_264.L.aif,40
DUB LORO_275.L.aif,40
DUB LORO_264.R.aif,40
DUB LORO_275.R.aif,40
DUB LORO_265.L.aif,40
DUB LORO_271.L.aif,40
DUB LORO_265.R.aif,40
DUB LORO_271.R.aif,40
DUB LORO_268.L.aif,40
DUB LORO_269.L.aif,40
DUB LORO_279.L.aif,40
DUB LORO_283.L.aif,40
DUB LORO_268.R.aif,40
DUB LORO_269.R.aif,40
DUB LORO_279.R.aif,40
DUB LORO_283.R.aif,40
DUB LORO_270.L.aif,40
DUB LORO_273.L.aif,40
DUB LORO_277.L.aif,40
DUB LORO_277.L.aif,40
DUB LORO_282.L.aif,40
DUB LORO_291.L.aif,40
DUB LORO_270.R.aif,40
DUB LORO_273.R.aif,40
DUB LORO_277.R.aif,40
DUB LORO_277.R.aif,40
DUB LORO_282.R.aif,40
DUB LORO_291.R.aif,40
DUB LORO_275.L.aif,40
DUB LORO_278.L.aif,40
DUB LORO_286.R.aif,40
DUB LORO_282.L.aif,40
DUB LORO_135.L.aif,40
DUB LORO_290.L.aif,40
DUB LORO_293.L.aif,40
DUB LORO_275.R.aif,40
DUB LORO_278.R.aif,40
DUB LORO_288.L.aif,40
DUB LORO_282.R.aif,40
DUB LORO_135.R.aif,40
DUB LORO_290.R.aif,40
DUB LORO_293.R.aif,40
DUB LORO_282.L.aif,40
DUB LORO_286.L.aif,40
DUB LORO_282.R.aif,40
DUB LORO_286.R.aif,40
DUB LORO_286.L.aif,40
DUB LORO_286.R.aif,40
DUB LORO_288.L.aif,40
DUB LORO_288.R.aif,40
DUB LORO_293.L.aif,40
DUB LORO_293.R.aif,40
DUB LORO_293.L.aif,40
DUB LORO_293.R.aif,40
DUB LORO_293.L.aif,40
DUB LORO_293.R.aif,40
DUB LORO_02.L.aif,40
DUB LORO_06.L.aif,40
DUB LORO_202.R.aif,40
DUB LORO_10.L.aif,40
DUB LORO_10.L.aif,40
DUB LORO_02.R.aif,40
DUB LORO_15.L.aif,40
DUB LORO_18.L.aif,40
DUB LORO_26.L.aif,40
DUB LORO_33.L.aif,40
DUB LORO_35.L.aif,40
DUB LORO_40.L.aif,40
DUB LORO_45.L.aif,40
DUB LORO_55.L.aif,40
DUB LORO_61.L.aif,40
DUB LORO_65.L.aif,40
DUB LORO_68.L.aif,40
DUB LORO_68.L.aif,40
DUB LORO_74.L.aif,40
DUB LORO_79.L.aif,40
DUB LORO_80.L.aif,40
DUB LORO_90.L.aif,40
DUB LORO_99.L.aif,40
DUB LORO_02.R.aif,40
DUB LORO_06.R.aif,40
DUB LORO_204.L.aif,40
DUB LORO_10.R.aif,40
DUB LORO_10.R.aif,40
DUB LORO_02.L.aif,40
DUB LORO_15.R.aif,40
DUB LORO_18.R.aif,40
DUB LORO_26.R.aif,40
DUB LORO_33.R.aif,40
DUB LORO_35.R.aif,40
DUB LORO_40.R.aif,40
DUB LORO_45.R.aif,40
DUB LORO_55.R.aif,40
DUB LORO_61.R.aif,40
DUB LORO_65.R.aif,40
DUB LORO_68.R.aif,40
DUB LORO_68.R.aif,40
DUB LORO_74.R.aif,40
DUB LORO_79.R.aif,40
DUB LORO_80.R.aif,40
DUB LORO_90.R.aif,40
DUB LORO_99.R.aif,40
DUB LORO_04.L.aif,40
DUB LORO_06.L.aif,40
DUB LORO_11.L.aif,40
DUB LORO_22.L.aif,40
DUB LORO_29.L.aif,40
DUB LORO_33.L.aif,40
DUB LORO_42.L.aif,40
DUB LORO_52.L.aif,40
DUB LORO_67.L.aif,40
DUB LORO_77.L.aif,40
DUB LORO_81.L.aif,40
DUB LORO_91.L.aif,40
DUB LORO_104.L.aif,40
DUB LORO_04.R.aif,40
DUB LORO_06.R.aif,40
DUB LORO_11.R.aif,40
DUB LORO_22.R.aif,40
DUB LORO_29.R.aif,40
DUB LORO_33.R.aif,40
DUB LORO_42.R.aif,40
DUB LORO_52.R.aif,40
DUB LORO_67.R.aif,40
DUB LORO_77.R.aif,40
DUB LORO_81.R.aif,40
DUB LORO_91.R.aif,40
DUB LORO_104.R.aif,40
DUB LORO_08.L.aif,40
DUB LORO_13.L.aif,40
DUB LORO_21.L.aif,40
DUB LORO_21.L.aif,40
DUB LORO_166.L.aif,40
DUB LORO_48.L.aif,40
BIBLIO GONG-RVRS_01.R.aif,79
DUB LORO_58.L.aif,40
DUB LORO_69.L.aif,40
DUB LORO_82.L.aif,40
DUB LORO_94.L.aif,40
DUB LORO_08.R.aif,40
DUB LORO_13.R.aif,40
DUB LORO_21.R.aif,40
DUB LORO_21.R.aif,40
DUB LORO_166.R.aif,40
DUB LORO_48.R.aif,40
BIBLIO GONG-waAS_01.L.aif,79
DUB LORO_58.R.aif,40
DUB LORO_69.R.aif,40
DUB LORO_82.R.aif,40
DUB LORO_94.R.aif,40
DUB LORO_24.L.aif,40
DUB LORO_49.L.aif,40
DUB LORO_63.L.aif,40
DUB LORO-TiSh_75.L.aif,40
DUB LORO_75.L.aif,40
DUB LORO_24.R.aif,40
DUB LORO_49.R.aif,40
DUB LORO_63.R.aif,40
DUB LORO-TiSh_75.R.aif,40
DUB LORO_75.R.aif,40
DUB LORO_76.L.aif,40
DUB LORO_76.R.aif,40
DUB LUIS_02.L.aif,40
DUB LUIS_02.R.aif,40
DUB LUIS_02.L.aif,40
DUB LUIS_12.L.aif,40
DUB LUIS_02.R.aif,40
DUB LUIS_12.R.aif,40
DUB LUIS_02.L.aif,40
DUB LUIS_02.R.aif,40
DUB LUIS_02.L.aif,40
DUB LUIS_02.R.aif,40
DUB LUIS_04.L.aif,40
DUB LUIS_16.L.aif,40
DUB LUIS_04.R.aif,40
DUB LUIS_16.R.aif,40
DUB LUIS_04.L.aif,40
DUB LUIS_04.R.aif,40
DUB LUIS_08.L.aif,40
DUB LUIS_08.R.aif,40
DUB LUIS_08.L.aif,40
DUB LUIS_08.R.aif,40
DUB LUIS_12.L.aif,40
DUB LUIS_15.L.aif,40
DUB LORO_196.R.aif,40
DUB LUIS_20.L.aif,40
16FEB_ACTO5.65.omf,1
DUB LUIS_12.R.aif,40
DUB LUIS_15.R.aif,40
DUB LORO_196.L.aif,40
DUB LUIS_20.R.aif,40
16FEB_ACTO5.9.omf,1
DUB LUIS_18.L.aif,40
DUB LUIS_18.R.aif,40
DUB LUIS_19.L.aif,40
DUB LUIS_23.L.aif,40
DUB LUIS_27.L.aif,40
DUB LUIS_19.R.aif,40
DUB LUIS_23.R.aif,40
DUB LUIS_27.R.aif,40
DUB LUIS_19.L.aif,40
DUB LUIS_19.R.aif,40
DUB LUIS_19.L.aif,40
DUB LUIS_19.R.aif,40
DUB LUIS_19.L.aif,40
DUB LUIS_19.R.aif,40
DUB LUIS_21.L.aif,40
DUB LUIS_24.L.aif,40
DUB LUIS_26.L.aif,40
DUB LUIS_21.R.aif,40
DUB LUIS_24.R.aif,40
DUB LUIS_26.R.aif,40
DUB LUIS_21.L.aif,40
DUB LUIS_28.L.aif,40
DUB LUIS_29.L.aif,40
DUB LUIS_30.L.aif,40
DUB LUIS_31.L.aif,40
DUB LUIS_33.L.aif,40
DUB LUIS_35.L.aif,40
DUB LUIS_21.R.aif,40
DUB LUIS_28.R.aif,40
DUB LUIS_29.R.aif,40
DUB LUIS_30.R.aif,40
DUB LUIS_31.R.aif,40
DUB LUIS_33.R.aif,40
DUB LUIS_35.R.aif,40
DUB LUIS_35.L.aif,40
DUB LUIS_35.R.aif,40
DUB ST 01_118.L.aif,191
DUB ST 01_118.R.aif,191
DUB ST 01_119.L.aif,191
DUB ST 01_119.R.aif,191
DUB ST 01_119.L.aif,191
DUB ST 01_119.R.aif,191
DUB ST 01_119.L.aif,191
DUB ST 01_119.R.aif,191
DUB ST 01_121.L.aif,191
DUB ST 01_121.R.aif,191
DUB ST 01_129.L.aif,191
DUB ST 01_129.R.aif,191
DUB ST 01_131.L.aif,191
DUB ST 01_131.R.aif,191
DUB ST 01_131.L.aif,191
DUB ST 01_131.R.aif,191
DUB ST 01_132.L.aif,191
DUB ST 01_132.R.aif,191
DUB ST 01_132.L.aif,191
DUB ST 01_132.R.aif,191
DUB ST 01_132.L.aif,191
DUB ST 01_132.R.aif,191
DUB ST 01_135.L.aif,191
DUB ST 01_135.R.aif,191
DUB ST 01_135.L.aif,191
DUB ST 01_135.R.aif,191
DUB ST 01_135.L.aif,191
DUB ST 01_135.R.aif,191
DUB ST 01_136.L.aif,191
DUB ST 01_136.R.aif,191
DUB ST 01_136.L.aif,191
DUB ST 01_136.R.aif,191
DUB ST 01_137.L.aif,191
DUB ST 01_137.R.aif,191
DUB ST 01_137.L.aif,191
DUB ST 01_137.R.aif,191
DUB ST 01_137.L.aif,191
DUB ST 01_137.R.aif,191
DUB ST 01_141.L.aif,191
DUB ST 01_141.R.aif,191
DUB ST 01_141.L.aif,191
DUB ST 01_141.R.aif,191
DUB ST 01_141.L.aif,191
DUB ST 01_141.R.aif,191
DUB ST 01_147.L.aif,191
DUB ST 01_147.R.aif,191
ARRANQUE con intentos R.L.aif,193
DUB WALTER IMPROV_01.L.aif,76
DUB WALTER IMPROV_01.L.aif,76
DUB ED_02.aif,40
DUB ED_02.aif,40
DUB WALTER_01.R.aif,40
DUB WALTER-TiSh_03.R.aif,40
DUB ED_03.aif,40
DUB WALTER_04.R.aif,40
DUB JACK 01_10.aif,194
DUB ED_03.aif,40
DUB JACK 02_01.aif,194
DUB ED_03.aif,40
DUB ED_03.aif,40
DUB ED_03.aif,40
DUB ED_03.aif,40
DUB JACK 01-GAIN_02.aif,194
DUB JACK 01_10.aif,194
DUB JACK 01_10.aif,194
DUB JACK 01_10.aif,194
DUB JACK 01_10.aif,194
DUB JACK 01_10.aif,194
ARRANQUE con intentos R.R.aif,193
DUB JACK 01_10.aif,194
DUB JACK 01_02.aif,194
DUB JACK 01_10.aif,194
ARRANQUE con intentos F.L.aif,193
DUB JACK 01_02.aif,194
DUB JACK 02_01.aif,194
DUB JACK 01-GAIN_02.aif,194
DUB JACK 01_01.aif,194
DUB JACK 02_01.aif,194
DUB JACK 02_06.aif,194
DUB JACK 02_10.aif,194
DUB JACK 02_14.aif,194
DUB JACK 02_17.aif,194
DUB JACK 02_17.aif,194
MVI_0032.2.aif,1
MVI_0032.2.aif,1
ARRANQUE con intentos F.R.aif,193
Teatro_2_008.wav.aif,1
DUB JACK 02_10.aif,194
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
4_3__002.L.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
4_3__002.L.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_2_008.wav.1.aif,1
Teatro_1_003.wav.5.aif,1
Teatro_1_003.wav.5.aif,1
DUB JACK 02_09.aif,194
Teatro_1_003.wav.6.aif,1
ARRANQUE con intentos F.L.aif,193
DUB JACK 01_02.aif,194
Teatro_2_008.wav.2.aif,1
Teatro_2_008.wav.2.aif,1
Teatro_2_010.wav.aif,1
DUB JACK 02_10.aif,194
