nombre_audio,cluster
MullerKCTA_009.wav.4.wav,328
MullerKCTA_027.wav.19.wav,1078
MullerKCTA_008.wav.1.wav,634
MULLER ACTO 3_31.L.wav,2249
MullerKCTA_008.wav.1.wav,634
MULLER ACTO 3 HABLADOS.L.wav,2252
MullerKCTA_008.wav.1.wav,634
68_4_005.wav.1.wav,795
MullerKCTA_008.wav-Z2K5_01.wav,-1
MVI_1118.wav,700
MullerKCTA_008.wav.1.wav,634
71_2_003.wav.1.wav,836
MullerKCTA_010.wav.2.wav,1001
68_3_008.wav.2.wav,512
MullerKCTA_010.wav-Z2K5_01.wav,-1
68_3_008.wav-GAIN_02.wav,622
MullerKCTA_010.wav,-1
MVI_1118.wav,700
MullerKCTA_009.wav,-1
MullerKCTA_010.wav.1.wav,-1
MullerKCTA_009.wav.4.wav,328
68_3_008.wav.2.wav,512
MullerKCTA_009.wav.4.wav,328
MullerKCTA_009.wav-Z2K5_01.wav,121
MullerKCTA_009.wav.4.wav,328
AntMar6_103_Pasos.wav,966
MullerKCTA_009.wav.4.wav,328
MVI_5537.wav,-1
MullerKCTA_009.wav.4.wav,328
MullerKCTA_009.wav.4.wav,328
68_1_001.wav.2.wav,185
68_3_008.wav.3.wav,1146
MullerPTOM_008.wav-Z2N5_01.wav,-1
A.Ruta.AutosPasando.L.wav,882
Muller120T_003.wav.9.wav,-1
Muller120T_003.wav.10.wav,-1
Muller120T_003.wav.11.wav,-1
Muller120T_003.wav.12.wav,-1
Muller120T_003.wav.13.wav,-1
Muller120T_003.wav.14.wav,-1
Muller120T_003.wav.15.wav,-1
Muller120T_003.wav.16.wav,-1
Muller120T_003.wav.17.wav,637
68_3_008.wav.2.wav,512
Muller120T_003.wav.17.wav,637
Muller120T_003.wav.17.wav,637
Puerta abre madera Mora.1.wav,-1
68_1_005.wav.6.wav,-1
68_1_001.wav-Z2N5_02.wav,-1
68_3_008.wav-GAIN_02.wav,622
090512-000.wav.1.wav,542
68_1_005.wav-Z2N5_01.wav,-1
68_4_005.wav.2.wav,1033
68_3_005.wav-Z2N5_01.wav,-1
68_3_008.wav,229
68_3_008.wav,229
68_3_008.wav,229
68_3_008.wav-Z2K5_15.wav,943
68_3_008.wav-GAIN_01.wav,1148
68_4_005.wav.2.wav,1033
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_01.wav,1148
68_4_005.wav.2.wav,1033
MULLER ACTO 3_46.R.wav,-1
68_4_005.wav.2.wav,1033
68_3_008.wav.2.wav,512
68_4_004.R.wav,632
68_4_004.R.wav,632
68_4_005.wav.1.wav,795
68_4_004.R.wav,632
Construction_Viaduct.R.wav,-1
68_4_004.R.wav,632
A Viento y perro con eco-VOST_02.R.wav,2182
68_3_008.wav-GAIN_02.wav,622
68_4_005.wav.2.wav,1033
68_4_005.wav.2.wav,1033
68_4_005.wav.2.wav,1033
68_3_008.wav.2.wav,512
68_4_005.wav.2.wav,1033
080125-000.L.wav,98
68_4_005.wav.2.wav,1033
68_1_005.S.wav,-1
68_3_008.wav-GAIN_02.wav,622
68_1_001.wav,197
68_3_008.wav-Z2K5_17.wav,1140
68_3_008.wav-GAIN_02.wav,622
MULLER ACTO 3_55.R.wav,2251
68_3_008-RX2DECLICK.wav-Z2K5_02.wav,-1
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-Z2K5_17.wav,1140
68_3_008.wav-GAIN_03.wav,404
68_3_008.wav.6.wav,-1
68_3_008.wav-GAIN_02.wav,622
080125-001.L.wav,1100
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav.2.wav,512
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-Z2N5_02.wav,-1
MVI_7311.wav,-1
MVI_7314.wav,-1
MVI_8602.wav,-1
080125-001.L.wav,1100
71_2_005.wav.2.wav,-1
71_2_005.wav.5.wav,-1
Muller_003.wav.6.wav,322
Muller_003.wav.6.wav,322
MullerKCTA_008.wav.1.wav,634
Muller_003.wav.6.wav,322
Inst 5_1.wav,2256
Muller_003.wav.6.wav,322
Muller_003.wav.6.wav,322
Muller_003.wav.6.wav,322
MULLER ACTO 3_45.R.wav,-1
Muller_003.wav.6.wav,322
Muller_003.wav.7.wav,1161
Muller_003.wav.7.wav,1161
68_3_008.wav.2.wav,512
MullerKCTA_022.wav.1.wav,-1
68_3_008.wav-Z2K5_08.wav,454
MullerKCTA_022.wav.5.wav,504
MullerKCTA_022.wav-Z2S5_01.wav,-1
MullerKCTA_022.wav.5.wav,504
MullerKCTA_022.wav.5.wav,504
196713__andy-gardner__sea-SpVT_03.R.wav,-1
MullerKCTA_012.wav.2.wav,-1
MullerKCTA_012.wav.3.wav,849
MullerKCTA_012.wav.3.wav,849
MullerKCTA_012.wav.3.wav,849
68_3_008.wav-GAIN_02.wav,622
MullerKCTA_027.wav.17.wav,389
MullerKCTA_027.wav.17.wav,389
DUB CIRO NOFI 01.R.wav,2258
MullerKCTA_027.wav.17.wav,389
68_3_005.wav,1127
MullerKCTA_027.wav.17.wav,389
EL ERMITAÃO 2.Rs.wav,-1
MullerKCTA_027.wav.17.wav,389
Goteo.R.wav,-1
MullerKCTA_027.wav.17.wav,389
MVI_0089.wav,445
MullerKCTA_027.wav.17.wav,389
MullerKCTA_027.wav.17.wav,389
68_4_005.wav,1085
MullerPTOM_008.wav.2.wav,-1
68_3_008.wav-Z2K5_19.wav,380
Muller120T_003.wav.17.wav,637
S-S LLAVE CAE_01.wav,2265
68_3_008.wav.3.wav,1146
68_1_005.wav,571
68_1_005.wav,571
68_1_005.wav,571
68_1_005.wav,571
68_3_008.wav-Z2K5_15.wav,943
68_1_005.wav-Z2S5_01.wav,-1
68_1_005.wav,571
MULLER ACTO 3_66.R.wav,-1
68_1_005.wav,571
MULLER ACTO 3_34.L.wav,-1
68_1_005.wav,571
68_1_005.wav.1.wav,507
68_1_005.wav.1.wav,507
68_1_005.wav.1.wav,507
090512-000.wav-Z2N5_01.wav,1043
68_1_005.wav.2.wav,90
68_1_005.wav.2.wav,90
Llaves abren puerta tablao.wav,2257
68_1_005.wav.2.wav,90
MULLER ACTO 3 MUSICA.L.wav,2253
68_1_005.wav.2.wav,90
68_3_008.wav.2.wav,512
68_3_005.wav,1127
68_3_007.R.wav,-1
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
68_3_008.wav-Z2K5_04.wav,275
68_4_005.wav,1085
BIBLIO CHANCHO. CERDO-AVrT_01.R.wav,2132
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
MullerKCTA_008.wav.1.wav,634
68_4_005.wav,1085
MULLER ACTO 3_35.L.wav,2249
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav-Z2K5_01.wav,-1
MullerKCTA_009.wav.5.wav,853
68_4_005.wav,1085
68_4_005.wav,1085
68_4_005.wav,1085
MULLER ACTO 3_39.R.wav,-1
68_4_005.wav,1085
MULLER ACTO 3_38.L.wav,-1
68_4_005.wav,1085
68_3_008.wav-XOTN_01.wav,-1
68_3_008.wav-GAIN_02.wav,622
MVI_8602.1.wav,-1
71_2_004.wav.1.wav,1059
68_3_005.S.wav,-1
71_2_004.wav.1.wav,1059
71_2_004.wav.1.wav,1059
71_2_004.wav.1.wav,1059
68_3_008.wav-GAIN_02.wav,622
Muller_003.wav-Z2K5_01.wav,-1
Muller_003.wav.4.wav,653
Muller_003.wav.5.wav,-1
MullerKCTA_022.wav.2.wav,-1
68_3_008.wav-Z2K5_03.wav,155
MullerKCTA_022.wav-Z2C5_01.wav,416
MullerKCTA_012.wav.5.wav,-1
MullerKCTA_012.wav.6.wav,-1
68_4_005.wav.1.wav,795
MullerKCTA_010.wav.2.wav,1001
MullerKCTA_009.wav.1.wav,-1
68_1_005.wav.2.wav,90
68_3_008.wav.2.wav,512
MullerKCTA_010.wav.3.wav,610
MULLER ACTO 3_55.R.wav,2251
MullerKCTA_010.wav.3.wav,610
68_1_005.wav-Z2S5_02.wav,-1
MullerPTOM_014.wav,531
71_2_004.wav.1.wav,1059
ACTO 3 ST V2 OK.R.wav,2259
68_1_005.1.L.wav,190
68_1_005.1.L.wav,190
68_1_001.wav.2.wav,185
68_1_001.wav.2.wav,185
MVI_8541.wav,-1
68_1_001.wav-Z2K5_01.wav,-1
MULLER ACTO 3_31.R.wav,2250
68_1_001.wav.2.wav,185
68_1_001.wav-Z2S5_01.wav,-1
MULLER ACTO 3_31.R.wav,2250
68_1_001.wav.2.wav,185
68_4_005.wav.2.wav,1033
68_4_005.wav.1.wav,795
68_1_001.wav.2.wav,185
68_3_008.wav.5.wav,-1
68_4_005.wav,1085
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
MVI_0736.2.wav,-1
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-Z2K5_18.wav,-1
MULLER ACTO 3 HABLADOS.R.wav,2252
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav.2.wav,512
68_3_008.wav-GAIN_02.wav,622
S-S CAMPANA TREN PASA.wav (OFFLINE).4.wav,2260
S-S CAMPANA TREN PASA.wav (OFFLINE).5.wav,2261
MVI-SpVP_5538.wav,1005
MVI-SpVP_5538.wav,1005
170023__maxthrower__bats.R.wav,654
MVI-SpVP_5538.wav,1005
090512-000.wav.2.wav,375
71_2_004.wav.3.wav,-1
68_3_008.wav-Z2K5_09.wav,-1
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav.2.wav,375
DUB CIRO NOFI 01.R.wav,2258
090512-000.wav-Z2N5_01.wav,1043
MULLER ACTO 3_13.L.wav,-1
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
Alarma Auto.1.wav,-1
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
Muller_003.wav,-1
68_1_005.wav.2.wav,90
Muller_003.wav.1.wav,-1
68_1_005.wav.2.wav,90
68_1_005.wav-Z2S5_04.wav,-1
Muller_003.wav.2.wav,399
68_3_008.wav.1.wav,625
Muller_003.wav.2.wav,399
A Viento y perro con eco.R.wav,2182
Muller_003.wav.2.wav,399
68_4_005.wav.2.wav,1033
Muller_003.wav.3.wav,-1
68_4_004.L.wav,891
68_3_008.wav.2.wav,512
MullerKCTA_012.C.wav,291
MullerKCTA_012.C.wav,291
MullerKCTA_012.C.wav,291
68_1_005.wav,571
MullerKCTA_037.wav-SpVP_01.wav,-1
68_1_005.R.wav,-1
MullerKCTA_035.wav.2.wav,-1
MullerKCTA_031.wav.1.wav,286
68_4_005.wav.1.wav,795
MullerKCTA_031.wav-Z2K5_01.wav,-1
Inst 10_1.wav,2256
MullerKCTA_031.wav.1.wav,286
68_4_005.wav,1085
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
68_4_005.wav.1.wav,795
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
Madera cierra blam !!Puerta.wav,-1
MullerPTOM_006.wav,162
Muller120T_003.wav.17.wav,637
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
MullerPTOM_006.wav,162
68_4_004.R.wav,632
68_1_005.1.L.wav,190
MullerPTOM_014.wav,531
MullerPTOM_014.wav,531
MullerPTOM_014.wav,531
A Viento y perro con eco.L.wav,2183
68_3_006.wav.2.wav,611
68_1_005.1.C.wav,-1
AntMar6_103_Pasos.wav,966
68_4_005.wav.2.wav,1033
68_4_005.wav.2.wav,1033
68_1_005.wav.2.wav,90
S-S CAMPANA TREN PASA.wav (OFFLINE).6.wav,2260
S-S CAMPANA TREN PASA.wav (OFFLINE).7.wav,2261
71_3_001.L.wav,-1
080125-000.L.wav,98
71_2_004.wav.5.wav,-1
090512-000.wav.2.wav,375
080125-000.L.wav,98
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav.2.wav,375
DUB CIRO NOFI 01.R.wav,2258
090512-000.wav-Z2N5_01.wav,1043
MULLER ACTO 3_13.L.wav,-1
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
Alarma Auto.1.wav,-1
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
090512-000.wav-Z2N5_01.wav,1043
MullerKCTA_012.R.wav,-1
68_4_005.wav-Z2S5_01.wav,-1
MullerKCTA_037.wav.2.wav,-1
MullerKCTA_035.wav.4.wav,-1
68_3_008.wav.2.wav,512
MullerKCTA_031.wav.2.wav,-1
080125-000.L.wav,98
MullerPTOM_006.wav-Z2N5_01.wav,-1
68_4_005.wav,1085
MullerPTOM_006.wav-Z2N5_02.wav,-1
71_2_004.C.wav,-1
080125-000.L.wav,98
MullerPTOM_006.wav-Z2N5_04.wav,-1
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav-Z2S5_08.wav,679
MullerPTOM_006.wav-Z2N5_03.wav,-1
MullerPTOM_006.wav-Z2N5_05.wav,-1
68_3_008.wav.2.wav,512
MullerPTOM_006.wav-Z2N5_06.wav,-1
67_1_005.wav.6.wav,669
68_3_008.wav.2.wav,512
MullerPTOM_014.wav.2.wav,-1
67_1_005.wav.6.wav,669
71_2_004.wav.1.wav,1059
68_1_005.1.R.wav,-1
MVI_9349.wav,-1
MVI_8608.wav,-1
R26_0125_3.WAV.2.wav,-1
"S-S PUERTA MADERA, VIDRIO, PERSIANA.L.wav",-1
68_3_008.wav.2.wav,512
MullerPTOM_006.wav.1.wav,733
080125-000.L.wav,98
MullerPTOM_006.wav-Z2K5_01.wav,-1
Muller120T_003.wav.6.wav,1071
MullerPTOM_006.wav.1.wav,733
MVI_8509.wav,-1
MullerPTOM_006.wav.1.wav,733
68_3_008.wav,229
MullerPTOM_006.wav.1.wav,733
MullerPTOM_014.wav.1.wav,862
080125-000.L.wav,98
MullerPTOM_014.wav.1.wav,862
67_1_005.wav.7.wav,-1
MVI_8608.1.wav,-1
68_3_008.wav.2.wav,512
71_1_005.L.wav,-1
164743__adam-n__int-factory-nearby-2.wav,800
MullerKCTA_016.wav.2.wav,-1
68_3_006.wav,245
68_3_006.wav,245
68_3_006.wav,245
68_3_006.wav,245
164743__adam-n__int-factory-nearby-2.wav,800
68_3_008.wav-GAIN_02.wav,622
68_3_008.wav.4.wav,-1
68_4_004.L.wav,891
68_4_004.L.wav,891
68_3_005.wav-Z2C5_01.wav,-1
68_4_004.L.wav,891
68_4_004.L.wav,891
PASOS PELOTUDO.R.aif (OFFLINE).wav,2262
MVI_7351.wav,910
71_2_003.wav,-1
71_2_003.wav.1.wav,836
SONO PASOS MULLER CASA-FF14_02.wav,-1
68_3_008.wav-Z2N5_01.wav,150
ENCENDEDOR.wav,-1
68_3_008.wav-Z2N5_01.wav,150
68_1_005.1.S.wav,-1
68_4_004.C.wav,792
68_4_004.C.wav,792
68_4_004.C.wav,792
SONO PASO MULLER CALLE_01.wav,2266
68_4_005.wav.1.wav,795
SONO PASO MULLER CALLE_01.wav,2266
SONO PASO MULLER CALLE_01.wav,2266
SONO PASO MULLER CALLE_01.wav,2266
SONO PASO MULLER CALLE_01.wav,2266
68_3_008.wav.2.wav,512
PASOS PELOTUDO.R.aif (OFFLINE).1.wav,2262
68_3_008.wav-GAIN_02.wav,622
MVI_7351.1.wav,-1
71_2_003.wav.1.wav,836
MullerKCTA_016.wav.1.wav,-1
68_3_008.wav-Z2K5_07.wav,-1
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
MULLER ACTO 3_55.L.wav,2249
MullerKCTA_009.wav.5.wav,853
68_3_008.wav-Z2K5_02.wav,923
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
MVI_1118.1.wav,-1
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
MVI-SpVP_5538.wav,1005
MullerKCTA_009.wav.5.wav,853
EL ERMITAÃO 2 V2.L.wav,2255
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
MullerKCTA_009.wav.5.wav,853
EL ERMITAÃO 2 V2.LFE.wav,2254
MullerKCTA_009.wav.5.wav,853
68_4_004.C.wav,792
SONO PASOS MULLER CASA_02.wav,-1
68_1_005.wav.3.wav,203
A8058 Rumble Barrio N.L.wav,-1
SONO PASO MULLER CALLE_01.wav,2266
71_2_003.wav.2.wav,-1
MullerKCTA_016.wav-SpVP_01.wav,-1
DUB CIRO NOFI 01.L.wav,2267
DUB CIRO NOFI 01.L.wav,2267
DUB CIRO NOFI 01.L.wav,2267
DUB CIRO NOFI 01.L.wav,2267
MVI_7212.2.wav,-1
DUB CIRO NOFI 01.L.wav,2267
DUB CIRO NOFI 01.R.wav,2258
DUB CIRO NOFI 01.R.wav,2258
DUB CIRO NOFI 01.R.wav,2258
DUB CIRO NOFI 01.R.wav,2258
MVI_1118.wav,700
DUB CIRO NOFI 01.R.wav,2258
E_33_6_2-A1.aif,-1
ACTO 2_OMF.10.aif,-1
ACTO 2_OMF.10.aif,-1
E_33_6_2-A1.aif,-1
ACTO 2_OMF.10.aif,-1
ACTO 2_OMF.10.aif,-1
E_33_6_2-A1.aif,-1
ACTO 2_OMF.28.aif,-1
ACTO 2_OMF.82.aif,2204
ACTO 2_OMF.82.aif,2204
E_22_1_T __002.L.aif,-1
ACTO 2_OMF.82.aif,2204
ACTO 2_OMF.82.aif,2204
ACTO 2_OMF.82.aif,2204
E_22_1_T __002.L.aif,-1
ACTO 2_OMF.83.aif,-1
ACTO 2_OMF.84.aif,-1
ACTO 2_OMF.21.aif,-1
ACTO 2_OMF.22.aif,-1
ACTO 2_OMF.22.aif,-1
ACTO 2_OMF.86.aif,-1
ACTO 2_OMF.22.aif,-1
ACTO 2_OMF.27.aif,-1
ACTO 2_OMF.28.aif,-1
ACTO 2_OMF.96.aif,-1
ACTO 2_OMF.68.aif,-1
ACTO 2_OMF.68.aif,-1
ACTO 2_OMF.68.aif,-1
ACTO 2_OMF.69.aif,-1
ACTO 2_OMF.69.aif,-1
ACTO 2_OMF.69.aif,-1
ACTO 2_OMF.70.aif,-1
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.71.aif,2214
ACTO 2_OMF.38.aif,-1
ACTO 2_OMF.97.aif,-1
Scene1_033.L.aif,-1
E_33_6_2 -A2.aif,-1
ACTO 2_OMF.44.aif,-1
ACTO 2_OMF.44.aif,-1
E_33_6_2 -A2.aif,-1
ACTO 2_OMF.44.aif,-1
ACTO 2_OMF.44.aif,-1
E_33_6_2 -A2.aif,-1
ACTO 2_OMF.62.aif,2201
ACTO 2_OMF.103.aif,2213
ACTO 2_OMF.103.aif,2213
E_22_1_T __002.C.aif,-1
ACTO 2_OMF.103.aif,2213
ACTO 2_OMF.103.aif,2213
ACTO 2_OMF.103.aif,2213
E_22_1_T __002.C.aif,-1
ACTO 2_OMF.104.aif,-1
ACTO 2_OMF.50.aif,-1
ACTO 2_OMF.55.aif,-1
ACTO 2_OMF.56.aif,2200
ACTO 2_OMF.56.aif,2200
ACTO 2_OMF.56.aif,2200
ACTO 2_OMF.61.aif,-1
ACTO 2_OMF.62.aif,2201
ACTO 2_OMF.114.aif,-1
ACTO 2_OMF.72.aif,-1
ACTO 2_OMF.39.aif,-1
ACTO 2_OMF.74.aif,-1
Scene1_033.C.aif,-1
E_33_6_2-A3.aif,-1
ACTO 2_OMF.78.aif,-1
ACTO 2_OMF.78.aif,-1
E_33_6_2-A3.aif,-1
ACTO 2_OMF.78.aif,-1
ACTO 2_OMF.78.aif,-1
E_33_6_2-A3.aif,-1
ACTO 2_OMF.62.aif,2201
ACTO 2_OMF.14.aif,2208
ACTO 2_OMF.14.aif,2208
E_22_1_T __002.R.aif,-1
ACTO 2_OMF.14.aif,2208
ACTO 2_OMF.14.aif,2208
ACTO 2_OMF.14.aif,2208
ACTO 2_OMF.15.aif,-1
ACTO 2_OMF.105.aif,-1
ACTO 2_OMF.89.aif,-1
ACTO 2_OMF.90.aif,-1
ACTO 2_OMF.90.aif,-1
ACTO 2_OMF.90.aif,-1
ACTO 2_OMF.94.aif,-1
ACTO 2_OMF.31.aif,-1
ACTO 2_OMF.115.aif,-1
Scene1_033.R.aif,-1
ACTO 2_OMF.110.aif,-1
ACTO 2_OMF.111.aif,-1
ACTO 2_OMF.111.aif,-1
ACTO 2_OMF.111.aif,-1
Scene1_033.S.aif,-1
Bars and Tone (HD 1080i60).wav,2268
EP3 PARA MONTAJE_01.L.wav.8.wav,1877
EP3 PARA MONTAJE_01.L.wav.9.wav,1874
EP3 PARA MONTAJE_01.L.wav.10.wav,1932
MVI_3883.wav,128
EP3 PARA MONTAJE_01.L.wav.11.wav,1860
EP3 PARA MONTAJE_01.L.wav.12.wav,1891
EP3 PARA MONTAJE_01.L.wav.13.wav,1937
EP3 PARA MONTAJE_01.L.wav.14.wav,1902
EP3 PARA MONTAJE_01.L.wav.15.wav,1911
MVI_3908.wav,600
EP3 PARA MONTAJE_01.L.wav.16.wav,1949
EP3 PARA MONTAJE_01.L.wav.17.wav,1949
EP3 PARA MONTAJE_01.L.wav.18.wav,1889
EP3 PARA MONTAJE_01.L.wav.19.wav,1901
EP3 PARA MONTAJE_01.L.wav.20.wav,1883
PED_BA_2_003.wav,187
PED_BA_2_003.wav.1.wav,812
PED_BA_2_003.wav.2.wav,588
PED_BA_2_003.wav.3.wav,837
EP3 PARA MONTAJE_01.L.wav.21.wav,1866
EP3 PARA MONTAJE_01.L.wav.22.wav,1904
PED_BA_2_003.wav.4.wav,434
PED_BA_2_003.wav.5.wav,405
PED_BA_2_003.wav.6.wav,535
PED_BA_2_003.wav.7.wav,235
PED_BA_2_003.wav.8.wav,959
PED_BA_2_003.wav.9.wav,97
PED_BA_2_003.wav.10.wav,804
PED_BA_2_003.wav.11.wav,85
PED_BA_2_003.wav.12.wav,748
PED_BA_2_003.wav.13.wav,297
PED_BA_2_003.wav.14.wav,793
PED_BA_2_003.wav.15.wav,1158
PED_BA_2_003.wav.16.wav,481
PED_BA_2_003.wav.17.wav,92
PED_BA_2_003.wav.18.wav,1068
PED_BA_2_003.wav.19.wav,652
PUNCH_1-2.wav,318
PUNCH_1-2.1.wav,1143
PUNCH_1-2.2.wav,430
PUNCH_1-2.3.wav,566
PUNCH_1-2.4.wav,87
PUNCH_1-2.5.wav,167
PUNCH_1-2.6.wav,779
PUNCH_1-2.7.wav,278
PUNCH_1-2.8.wav,940
PUNCH_1-2.9.wav,330
PUNCH_1-2.10.wav,765
PUNCH_1-2.11.wav,1056
PUNCH_1-2.12.wav,518
PUNCH_1-2.13.wav,1118
PUNCH_1-2.14.wav,723
PUNCH_1-2.15.wav,829
PUNCH_1-2.16.wav,927
PUNCH_1-2.17.wav,301
PUNCH_1-2.18.wav,564
PUNCH_1-2.19.wav,126
PUNCH_1-2.20.wav,363
PUNCH_1-2.21.wav,701
PUNCH_1-2.22.wav,105
PUNCH_1-2.23.wav,885
PUNCH_1-2.24.wav,948
PUNCH_1-2.25.wav,367
PUNCH_1-2.26.wav,114
PUNCH_1-2.27.wav,911
PUNCH_1-2.28.wav,525
PUNCH_1-2.29.wav,427
PUNCH_1-2.30.wav,134
PUNCH_1-2.31.wav,686
PUNCH_1-2.32.wav,586
PUNCH_1-2.33.wav,579
PUNCH_1-2.34.wav,766
PUNCH_1-2.35.wav,170
PUNCH_1-2.36.wav,62
PUNCH_1-2.37.wav,218
PUNCH_1-2.38.wav,201
PUNCH_1-2.39.wav,420
PUNCH_1-2.40.wav,970
PUNCH_1-2.41.wav,206
PUNCH_1-2.42.wav,431
Eservic_04_007.wav,279
Eservic_02_007.wav,1025
Eservic_04_008.wav,567
Eservic_04_008.wav.1.wav,316
Eservic_02_006.wav,439
Eservic_04_008.wav.2.wav,135
Eservic_02_007.wav.1.wav,476
EP3 PARA MONTAJE_01.L.wav.23.wav,1915
Eservic_02_007.wav.2.wav,755
Eservic_02_007.wav.3.wav,825
Eservic_02_007.wav.4.wav,852
Eservic_02_007.wav.5.wav,794
EP3 PARA MONTAJE_01.L.wav.24.wav,1944
EP3 PARA MONTAJE_01.L.wav.25.wav,1918
Eservic_02_007.wav.6.wav,402
EP3 PARA MONTAJE_01.L.wav.26.wav,1890
Eservic_03_002.wav,1119
EP3 PARA MONTAJE_01.L.wav.27.wav,1892
EP3 PARA MONTAJE_01.L.wav.28.wav,1869
Eservic_03_003.wav,165
EP3 PARA MONTAJE_01.L.wav.29.wav,1876
Eservic_03_004.wav,443
Eservic_03_004.wav.1.wav,576
EP3 PARA MONTAJE_01.L.wav.30.wav,1913
EP3 PARA MONTAJE_01.L.wav.31.wav,1925
Eservic_03_005.wav,955
Eservic_04_018.wav,599
MVI_3369.wav,557
EP3 PARA MONTAJE_01.L.wav.32.wav,1936
EP3 PARA MONTAJE_01.L.wav.33.wav,1926
EP3 PARA MONTAJE_01.L.wav.34.wav,1893
Eservic_06_003.wav,117
EP3 PARA MONTAJE_01.L.wav.35.wav,1946
EP3 PARA MONTAJE_01.L.wav.36.wav,1945
Eservic_06_003.wav.1.wav,260
Eservic_06_004.wav,451
EP3 PARA MONTAJE_01.L.wav.37.wav,1914
EP3 PARA MONTAJE_01.L.wav.38.wav,1951
EP3 PARA MONTAJE_01.L.wav.39.wav,1939
EP3 PARA MONTAJE_01.L.wav.40.wav,1865
EP3 PARA MONTAJE_01.L.wav.41.wav,1868
EP3 PARA MONTAJE_01.L.wav.42.wav,1885
EP3 PARA MONTAJE_01.L.wav.43.wav,1861
EP3 PARA MONTAJE_01.L.wav.44.wav,1934
EP3 PARA MONTAJE_01.L.wav.45.wav,1864
EP3 PARA MONTAJE_01.L.wav.46.wav,1895
EP3 PARA MONTAJE_01.L.wav.47.wav,1906
EP3 PARA MONTAJE_01.L.wav.48.wav,1873
EP3 PARA MONTAJE_01.L.wav.49.wav,1887
EP3 PARA MONTAJE_01.L.wav.50.wav,1884
EP3 PARA MONTAJE_01.L.wav.51.wav,1905
MVI_8762.wav,913
MVI_3867.wav,426
MVI_3866.wav,304
MVI_3866.1.wav,357
MVI_3866.2.wav,75
Bars and Tone (HD 1080i60).1.wav,2269
EP3 PARA MONTAJE_01.R.wav.8.wav,1948
EP3 PARA MONTAJE_01.R.wav.9.wav,1858
EP3 PARA MONTAJE_01.R.wav.10.wav,1870
MVI_3883.1.wav,423
EP3 PARA MONTAJE_01.R.wav.11.wav,1854
EP3 PARA MONTAJE_01.R.wav.12.wav,1940
EP3 PARA MONTAJE_01.R.wav.13.wav,1943
EP3 PARA MONTAJE_01.R.wav.14.wav,1894
EP3 PARA MONTAJE_01.R.wav.15.wav,1856
